Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Landsize,Lattitude,Longtitude,Propertycount
1,280000,5.5,3070,1,1,0,-37.7827,145.0113,11364
2,1100000,5.5,3070,2,1,189,-37.7767,144.9924,11364
3,1610000,5.5,3070,3,2,411,-37.7744,145.0077,11364
2,970000,5.5,3070,2,1,326,-37.7681,145.0119,11364
2,970000,5.5,3070,2,2,173,-37.7806,145.0097,11364
4,2990000,5.5,3070,4,1,557,-37.7721,145.0004,11364
2,1050000,5.5,3070,2,1,181,-37.7659,144.9903,11364
2,1290000,5.5,3070,2,1,259,-37.7741,145.0073,11364
2,471250,5.5,3070,2,1,1000,-37.7836,145.0139,11364
3,1235000,5.5,3070,3,1,534,-37.7677,145.0142,11364
2,600000,11.5,3046,2,1,161,-37.712,144.9175,2651
3,955000,11.5,3046,3,1,690,-37.7167,144.9127,2651
3,601000,11.5,3046,3,1,220,-37.7131,144.9091,2651
3,755000,11.5,3046,3,2,341,-37.7166,144.9104,2651
3,1400000,11.5,3046,3,1,730,-37.7167,144.9216,2651
5,1005000,11.5,3046,5,3,647,-37.719,144.9254,2651
4,860000,11.5,3046,4,2,301,-37.7149,144.9153,2651
5,1306000,11.5,3046,5,3,700,-37.7206,144.9194,2651
4,1250000,11.5,3046,4,2,568,-37.7136,144.927,2651
3,648000,11.5,3046,3,1,0,-37.7188,144.9243,2651
4,2525000,14,3166,4,2,1143,-37.8952,145.0928,3224
4,1615000,14,3166,4,2,537,-37.91,145.096,3224
3,655000,14,3166,3,1,160,-37.8946,145.0944,3224
5,1351000,14,3166,5,3,707,-37.9098,145.097,3224
3,1205000,14,3166,3,2,570,-37.9066,145.0869,3224
2,676000,14,3166,2,1,257,-37.9067,145.0921,3224
4,1145000,14,3166,4,2,538,-37.895,145.1014,3224
4,1600000,14,3166,4,3,691,-37.8999,145.0993,3224
4,1840000,14,3166,4,2,598,-37.898,145.0928,3224
3,1300000,11.8,3204,3,2,670,-37.9067,145.053,3578
5,2250000,11.8,3204,5,2,699,-37.908,145.0502,3578
2,437500,11.8,3204,2,1,0,-37.9023,145.0461,3578
3,960000,11.8,3204,3,2,199,-37.9034,145.0409,3578
4,1486000,11.8,3204,4,2,618,-37.9051,145.0473,3578
4,1425000,11.8,3204,4,2,314,-37.9084,145.0532,3578
1,311500,11.8,3204,1,1,0,-37.9032,145.0455,3578
3,835000,2.6,3052,3,1,0,-37.7867,144.9572,2309
4,3970000,2.6,3052,4,3,289,-37.7959,144.9569,2309
3,2790000,2.6,3052,3,2,180,-37.7961,144.9538,2309
3,755000,9.9,3044,3,2,294,-37.7215,144.9251,7485
2,750000,9.9,3044,2,1,531,-37.7189,144.9508,7485
2,999000,9.9,3044,2,1,587,-37.7306,144.9357,7485
3,800000,9.9,3044,3,1,793,-37.7182,144.9506,7485
4,800000,9.9,3044,4,1,593,-37.7278,144.9463,7485
3,806000,9.9,3044,3,1,488,-37.7253,144.9467,7485
4,770000,9.9,3044,4,1,596,-37.7195,144.9456,7485
2,496000,9.9,3044,2,1,136,-37.7218,144.9406,7485
3,585000,9.9,3044,3,1,0,-37.7243,144.9473,7485
2,540000,9.9,3044,2,1,240,-37.7217,144.924,7485
3,708000,9.9,3044,3,1,321,-37.7242,144.9424,7485
2,497000,9.9,3044,2,1,123,-37.7181,144.9322,7485
3,800000,9.9,3044,3,1,506,-37.7187,144.9433,7485
4,1395000,9.9,3044,4,3,590,-37.7302,144.9357,7485
2,427500,9.9,3044,2,1,134,-37.7216,144.9292,7485
3,560000,9.9,3044,3,2,141,-37.7177,144.9328,7485
5,1410000,9.9,3044,5,3,1004,-37.7321,144.9353,7485
2,520000,9.9,3044,2,1,0,-37.7324,144.9377,7485
3,1017500,9.9,3044,3,1,620,-37.7303,144.9445,7485
2,910000,9.9,3044,2,1,602,-37.724,144.9447,7485
5,958000,9.9,3044,5,2,706,-37.7328,144.9281,7485
3,770000,9.9,3044,3,1,603,-37.7186,144.9318,7485
3,1400000,3.8,3207,3,3,92,-37.8368,144.9463,8648
2,520000,3.8,3207,2,1,2166,-37.8415,144.9412,8648
2,1332000,3.8,3207,2,1,288,-37.8366,144.923,8648
2,801000,3.8,3207,2,2,0,-37.84,144.939,8648
3,2400000,3.8,3207,3,2,368,-37.8323,144.9463,8648
2,575000,3.8,3207,2,1,7159,-37.841,144.9386,8648
2,950000,3.8,3207,2,2,98,-37.8392,144.9257,8648
2,730000,3.8,3207,2,1,0,-37.842,144.9413,8648
2,1110000,3.8,3207,2,2,0,-37.8427,144.9378,8648
2,2250000,3.8,3207,2,2,0,-37.8444,144.9421,8648
4,2700000,3.8,3207,4,3,317,-37.8346,144.9358,8648
4,1375000,3.8,3207,4,1,190,-37.833,144.9377,8648
2,600000,3.8,3207,2,1,0,-37.8443,144.9442,8648
2,1030000,3.8,3207,2,2,21715,-37.8424,144.9449,8648
3,1251000,4.5,3181,3,1,195,-37.851,145.0055,7717
2,1305000,4.5,3181,2,1,210,-37.8551,145.0058,7717
1,550000,4.5,3181,1,1,0,-37.8516,144.9943,7717
2,645000,4.5,3181,2,1,2842,-37.8513,144.9943,7717
2,550000,4.5,3181,2,1,72,-37.8542,145.0024,7717
1,410000,4.5,3181,1,1,0,-37.8529,145.0103,7717
2,690000,4.5,3181,2,2,1146,-37.8597,145.0093,7717
2,630000,4.5,3181,2,1,0,-37.8538,145.0088,7717
2,685000,4.5,3181,2,1,8220,-37.8508,144.9874,7717
2,570000,4.5,3181,2,1,479,-37.8489,144.9903,7717
1,860000,4.5,3181,1,1,108,-37.8508,145.0051,7717
3,880000,4.5,3181,3,1,249,-37.859,145.0038,7717
2,475000,4.5,3181,2,1,0,-37.8519,144.9948,7717
2,888000,4.5,3181,2,1,0,-37.849,145.0088,7717
2,413000,8.8,3072,2,1,0,-37.7499,145.0031,14577
3,1190000,8.8,3072,3,2,572,-37.736,145.0033,14577
2,2000000,8.8,3072,2,1,465,-37.7424,145.0026,14577
3,1045000,8.8,3072,3,1,513,-37.7505,144.991,14577
3,1121000,8.8,3072,3,2,604,-37.7438,144.9971,14577
3,715000,8.8,3072,3,1,210,-37.7317,145.0083,14577
4,1200000,8.8,3072,4,3,466,-37.731,145.0115,14577
3,917500,8.8,3072,3,2,472,-37.7336,145.0022,14577
4,770000,8.8,3072,4,1,494,-37.7386,145.0234,14577
3,800000,8.8,3072,3,2,319,-37.7334,144.9873,14577
4,1075000,8.8,3072,4,1,521,-37.7506,144.99,14577
3,1015000,8.8,3072,3,2,511,-37.7377,144.9911,14577
3,880000,8.8,3072,3,2,242,-37.7506,145.0185,14577
3,1020000,8.8,3072,3,2,670,-37.7353,145.0232,14577
3,1000000,8.8,3072,3,1,624,-37.7373,144.9864,14577
3,1010000,8.8,3072,3,0,533,-37.7336,145.0168,14577
4,1110000,8.8,3072,4,1,556,-37.7489,144.9861,14577
2,800000,8.8,3072,2,1,405,-37.7356,145.0087,14577
3,910000,8.8,3072,3,1,674,-37.7341,145.0275,14577
3,1215000,8.8,3072,3,1,690,-37.7452,145.0192,14577
2,2300000,8.8,3072,2,1,465,-37.7424,145.0026,14577
2,1108000,8.8,3072,2,1,258,-37.7521,145.0071,14577
3,801000,8.8,3072,3,1,620,-37.7305,144.9856,14577
3,1010000,8.8,3072,3,1,486,-37.7341,145.0096,14577
3,690000,8.8,3072,3,1,581,-37.7536,145.0191,14577
2,630000,8.8,3072,2,1,319,-37.7442,144.9958,14577
3,1100000,8.8,3072,3,2,637,-37.7344,145.0208,14577
3,1055000,8.8,3072,3,1,575,-37.7288,144.9849,14577
2,560000,8.8,3072,2,1,196,-37.7362,144.9885,14577
1,385000,8.8,3072,1,1,896,-37.7316,145.0201,14577
4,741000,11.2,3073,4,1,659,-37.7148,145.019,21650
3,725000,11.2,3073,3,1,547,-37.7039,145.0226,21650
3,615000,11.2,3073,3,1,320,-37.7018,145.0134,21650
2,406000,11.2,3073,2,1,0,-37.7093,145.0083,21650
3,1010000,11.2,3073,3,1,649,-37.7258,145.0113,21650
2,852000,11.2,3073,2,1,705,-37.712,145.0205,21650
3,595000,11.2,3073,3,1,490,-37.7152,144.9817,21650
3,665000,11.2,3073,3,1,874,-37.6982,145.0043,21650
3,631000,11.2,3073,3,1,267,-37.714,145.007,21650
4,905000,11.2,3073,4,2,696,-37.7074,145.0276,21650
5,845000,11.2,3073,5,2,676,-37.7114,145.021,21650
3,815000,11.2,3073,3,2,213,-37.7085,145.018,21650
4,770000,11.2,3073,4,3,697,-37.701,144.9993,21650
2,935000,11.2,3073,2,1,537,-37.7269,144.988,21650
3,610000,11.2,3073,3,1,435,-37.7054,144.9945,21650
4,678500,11.2,3073,0,1,606,-37.6987,145.0203,21650
2,861500,11.2,3073,2,1,419,-37.721,145.016,21650
3,801000,11.2,3073,3,1,551,-37.7194,145.0015,21650
4,1150000,11.2,3073,4,1,928,-37.7179,144.9908,21650
3,760000,11.2,3073,3,2,567,-37.7236,144.9876,21650
2,490000,11.2,3073,2,1,143,-37.6955,145.0097,21650
3,605000,11.2,3073,3,1,371,-37.7068,145.0193,21650
2,652000,11.2,3073,2,2,254,-37.7071,145.0108,21650
2,615000,11.2,3073,2,1,202,-37.7199,145.0091,21650
1,407000,11.2,3073,1,1,108,-37.7196,145.0092,21650
4,930000,11.2,3073,4,1,635,-37.7205,145.0165,21650
3,741000,11.2,3073,3,2,257,-37.7218,145.0231,21650
2,375000,11.2,3073,2,1,101,-37.7091,145.0259,21650
4,1005000,11.2,3073,4,2,768,-37.6947,144.9851,21650
4,800000,11.2,3073,4,1,605,-37.7051,145.0331,21650
2,395000,11.2,3073,2,1,166,-37.6986,145.024,21650
2,1025000,11.2,3073,2,2,715,-37.7302,145.0129,21650
2,505000,11.2,3073,2,1,110,-37.7216,145.0099,21650
2,950000,2.6,3121,2,1,150,-37.8191,144.9977,14949
2,1110000,2.6,3121,2,1,166,-37.8172,145.0053,14949
2,950000,2.6,3121,2,1,113,-37.8119,144.9947,14949
2,1226000,2.6,3121,2,1,826,-37.821,145.0054,14949
1,500000,2.6,3121,1,1,2044,-37.817,144.9955,14949
3,1214000,2.6,3121,3,1,176,-37.8162,145.006,14949
1,370000,2.6,3121,1,1,3512,-37.8183,144.9979,14949
3,790000,2.6,3121,3,1,0,-37.833,144.997,14949
3,1400000,2.6,3121,3,2,848,-37.8235,144.9963,14949
2,500000,2.6,3121,2,1,0,-37.8175,144.9974,14949
2,1090000,2.6,3121,2,2,0,-37.8151,145.0003,14949
3,1785000,2.6,3121,3,1,240,-37.8221,144.9964,14949
2,560000,2.6,3121,2,1,7455,-37.822,145.0104,14949
2,690000,2.6,3121,2,2,760,-37.825,144.9976,14949
2,1050000,2.6,3121,2,1,134,-37.817,145.0058,14949
3,2060000,2.6,3121,3,2,181,-37.8161,145.0037,14949
2,860000,2.6,3121,2,1,111,-37.8108,144.9955,14949
3,1052000,2.6,3121,3,1,0,-37.8221,144.9988,14949
3,3000000,2.6,3121,3,2,230,-37.8213,144.9948,14949
3,1330000,2.6,3121,3,1,154,-37.8264,145.0123,14949
2,630000,2.6,3121,2,2,3512,-37.8183,144.9979,14949
2,1210000,2.6,3121,2,1,178,-37.8226,145.0064,14949
1,911000,2.6,3121,1,1,126,-37.8259,145.0107,14949
3,1590000,2.6,3121,3,1,318,-37.8225,145.0096,14949
4,1380000,11.4,3084,4,2,607,-37.7334,145.0631,3540
4,1150000,11.4,3084,4,1,672,-37.7438,145.0769,3540
4,1160000,11.4,3084,4,2,613,-37.7323,145.0692,3540
2,615000,11.4,3084,2,1,190,-37.7437,145.0729,3540
3,940000,11.4,3084,3,2,581,-37.7399,145.0681,3540
2,665000,6.6,3011,2,1,269,-37.8026,144.8882,2417
3,950000,6.6,3011,3,1,220,-37.8077,144.8883,2417
2,1085000,6.6,3011,2,1,249,-37.8052,144.8879,2417
3,847000,6.6,3011,3,1,205,-37.8053,144.8967,2417
2,785000,6.6,3011,2,1,116,-37.8046,144.891,2417
3,2240000,2.1,3205,3,2,197,-37.8395,144.9489,5943
3,2050000,2.1,3205,3,2,230,-37.8373,144.9527,5943
1,460000,2.1,3205,1,1,0,-37.8344,144.9581,5943
2,650000,2.1,3205,2,1,438,-37.8353,144.9599,5943
2,1100000,2.1,3205,2,1,327,-37.8351,144.964,5943
3,1820000,2.1,3205,3,1,204,-37.8365,144.9497,5943
3,1780000,2.1,3205,3,2,202,-37.837,144.9585,5943
2,1024000,2.1,3205,2,1,102,-37.8355,144.9675,5943
3,680000,2.1,3205,3,2,0,-37.8309,144.9686,5943
2,1150000,2.1,3205,2,1,91,-37.836,144.9638,5943
3,710000,2.1,3205,3,2,0,-37.8319,144.9682,5943
3,1320000,3.3,3141,3,2,15,-37.8398,144.9945,14887
1,537000,3.3,3141,1,1,0,-37.8361,144.9966,14887
2,800000,3.3,3141,2,2,0,-37.8361,144.9966,14887
1,410000,3.3,3141,1,1,0,-37.8378,144.9883,14887
2,499000,3.3,3141,2,1,0,-37.8452,145.0001,14887
2,1214000,3.3,3141,2,1,161,-37.8454,144.9891,14887
2,485000,3.3,3141,2,1,5467,-37.8406,145.0035,14887
3,920000,3.3,3141,3,1,0,-37.836,144.9782,14887
2,615000,3.3,3141,2,1,0,-37.837,144.9907,14887
2,642000,3.3,3141,2,1,595,-37.8422,144.9855,14887
3,3475000,3.3,3141,3,3,296,-37.8366,144.9882,14887
2,1710000,3.3,3141,2,2,208,-37.8433,145.0024,14887
2,851000,3.3,3141,2,1,284,-37.8471,145.0019,14887
3,2030000,3.3,3141,3,2,201,-37.8428,144.9877,14887
2,1405000,3.3,3141,2,1,219,-37.8424,144.9867,14887
2,850000,3.3,3141,2,2,17200,-37.8361,144.9966,14887
2,792500,3.3,3141,2,1,0,-37.8383,144.9995,14887
1,390500,3.3,3141,1,1,775,-37.8354,144.984,14887
3,2050000,3.3,3141,3,2,3197,-37.8446,144.9844,14887
2,595000,3.3,3141,2,1,0,-37.8447,145.0037,14887
1,346000,6.1,3182,1,1,678,-37.8585,144.983,13240
1,520000,6.1,3182,1,1,2422,-37.8644,144.9741,13240
1,320000,6.1,3182,1,1,1036,-37.8607,144.9873,13240
2,610500,6.1,3182,2,2,2920,-37.8709,144.9807,13240
1,350000,6.1,3182,1,1,1236,-37.8585,144.9884,13240
2,1120000,6.1,3182,2,1,135,-37.8661,144.9802,13240
2,1077000,6.1,3182,2,1,455,-37.8636,144.9749,13240
2,1301000,6.1,3182,2,1,165,-37.8658,144.9774,13240
2,1440000,6.1,3182,2,1,194,-37.8658,144.9795,13240
2,680000,6.1,3182,2,1,0,-37.859,144.9816,13240
3,1361000,6.1,3182,3,1,246,-37.8635,144.991,13240
3,1000000,6.1,3182,3,1,0,-37.8718,144.9767,13240
2,902000,6.1,3182,2,1,18,-37.8624,144.9823,13240
3,1190000,6.1,3182,3,1,460,-37.8623,144.9772,13240
2,920000,6.1,3182,2,1,190,-37.8579,144.9844,13240
2,482000,6.1,3182,2,1,0,-37.857,144.9867,13240
4,2260000,6.1,3182,4,2,297,-37.8729,144.9794,13240
4,810000,9.7,3041,4,1,543,-37.7199,144.9044,3284
3,1021000,9.7,3041,3,2,371,-37.7229,144.9055,3284
3,925000,9.7,3041,3,3,555,-37.7345,144.9228,3284
5,910000,9.7,3041,5,2,533,-37.7189,144.9044,3284
3,900000,9.7,3041,3,1,531,-37.7192,144.9045,3284
3,995000,9.7,3041,3,2,653,-37.7296,144.9225,3284
5,1150000,9.7,3041,5,2,702,-37.7253,144.9146,3284
3,940000,12.6,3020,3,2,572,-37.7966,144.8256,3755
4,726000,12.6,3020,4,2,567,-37.7866,144.8458,3755
3,950000,12.6,3020,3,1,725,-37.7918,144.8419,3755
4,760000,12.6,3020,4,1,650,-37.7867,144.8437,3755
4,990000,12.6,3020,4,1,654,-37.7803,144.8415,3755
3,651500,12.6,3020,3,1,555,-37.7988,144.822,3755
4,970000,12.6,3020,4,1,615,-37.785,144.8383,3755
3,841000,12.6,3020,3,1,557,-37.7811,144.8373,3755
3,710000,12.6,3020,3,1,483,-37.7875,144.8456,3755
3,840000,12.6,3020,3,1,462,-37.7894,144.8383,3755
3,660000,12.6,3020,3,2,660,-37.7954,144.8246,3755
3,692000,12.6,3020,3,1,485,-37.7868,144.8428,3755
3,830000,13.3,3020,3,1,608,-37.7743,144.8446,4217
3,600000,13.3,3020,3,1,465,-37.7549,144.8304,4217
3,718000,13.3,3020,3,1,551,-37.771,144.8389,4217
4,775000,13.3,3020,4,1,665,-37.7662,144.8383,4217
3,490000,13.3,3020,3,1,546,-37.7676,144.8307,4217
3,716000,13.5,3020,3,1,534,-37.7886,144.821,6763
3,511000,13.5,3020,3,2,519,-37.7997,144.7968,6763
4,515000,13.5,3020,4,2,332,-37.7962,144.8064,6763
3,530000,13.5,3020,3,1,573,-37.8017,144.8258,6763
4,685000,13.5,3020,4,2,572,-37.7912,144.7979,6763
3,700000,13.5,3020,3,1,701,-37.7889,144.8047,6763
3,521000,13.5,3020,3,3,134,-37.79,144.7886,6763
3,571000,13.5,3020,3,1,757,-37.7845,144.8088,6763
3,710000,13.5,3020,3,1,990,-37.7928,144.8068,6763
2,682000,11.2,3127,2,1,119,-37.8271,145.1032,5457
2,825000,11.2,3127,2,1,180,-37.8351,145.103,5457
3,1525000,11.2,3127,3,2,347,-37.8323,145.105,5457
2,1260000,11.2,3127,2,1,269,-37.8201,145.0887,5457
4,2360000,11.2,3127,4,2,764,-37.818,145.0946,5457
2,1250000,11.2,3127,2,2,323,-37.823,145.0993,5457
4,1490000,11.2,3127,4,1,605,-37.8292,145.1053,5457
4,1600000,11.2,3127,4,1,600,-37.8327,145.0976,5457
3,1652000,11.2,3127,3,2,368,-37.8176,145.0882,5457
4,2370000,11.2,3127,4,3,773,-37.8263,145.0911,5457
3,940000,13.8,3107,3,2,281,-37.7586,145.1211,5420
3,1503500,13.8,3107,3,1,907,-37.7628,145.1185,5420
3,950000,13.8,3107,3,2,306,-37.7658,145.1014,5420
3,1370000,13.8,3107,3,1,743,-37.7703,145.1086,5420
4,1181000,13.8,3107,4,2,805,-37.7565,145.1067,5420
3,1385000,13.8,3107,3,1,745,-37.769,145.1108,5420
3,1180000,13.8,3107,3,1,655,-37.7685,145.1026,5420
4,1302000,13.8,3107,4,2,650,-37.7686,145.1023,5420
5,1775000,13.8,3107,5,4,501,-37.762,145.1244,5420
3,1750000,6.5,3071,3,1,712,-37.7598,145.0118,8870
3,1345000,6.5,3071,3,2,584,-37.7555,145.0152,8870
3,1080000,6.5,3071,3,1,408,-37.7573,145.0083,8870
3,1195000,6.5,3071,3,1,463,-37.7593,144.9885,8870
2,716000,6.5,3071,2,1,0,-37.7554,144.982,8870
3,865000,6.5,3071,3,2,194,-37.7538,144.9991,8870
2,462000,6.5,3071,2,1,0,-37.7561,145.0067,8870
3,1100000,6.5,3071,3,2,359,-37.7551,144.9916,8870
4,1635000,6.5,3071,4,2,464,-37.7579,145.0169,8870
3,998000,6.5,3071,3,2,0,-37.7579,145,8870
2,600000,6.5,3071,2,1,0,-37.7549,144.9979,8870
3,1346000,6.5,3071,3,2,349,-37.7544,144.998,8870
3,1130000,6.5,3071,3,1,381,-37.7575,145.0128,8870
3,1275000,6.5,3071,3,1,517,-37.7638,145.0182,8870
3,1200000,6.5,3071,3,1,447,-37.7622,145.0074,8870
2,915000,6.5,3071,2,1,502,-37.7541,145.016,8870
1,300000,6.5,3071,1,1,948,-37.7577,145.0151,8870
3,880000,6.5,3071,3,1,242,-37.7639,145.0135,8870
2,960000,6.5,3071,2,2,158,-37.7587,144.9881,8870
2,1260000,6.5,3071,2,1,317,-37.7606,144.9995,8870
2,1100000,6.5,3071,3,1,330,-37.7629,145.0165,8870
3,810000,13.8,3084,3,1,667,-37.743,145.0839,2698
4,1140000,13.8,3084,4,2,863,-37.7317,145.0952,2698
4,1003000,13.8,3084,4,2,619,-37.7355,145.0928,2698
4,1155000,13.8,3084,4,2,780,-37.7308,145.0932,2698
3,880000,14.9,3087,3,1,555,-37.713,145.0894,2329
5,826000,14.9,3087,5,1,545,-37.705,145.0825,2329
4,952000,14.9,3087,4,2,729,-37.711,145.081,2329
3,677500,14.9,3087,3,1,245,-37.716,145.0769,2329
4,761000,14.9,3087,4,1,696,-37.7054,145.0809,2329
3,715000,14.9,3087,3,1,312,-37.7031,145.0773,2329
4,932500,14.9,3087,4,2,585,-37.7154,145.0777,2329
3,895000,14.9,3087,3,1,775,-37.7075,145.0807,2329
4,1435000,8.2,3012,4,2,523,-37.798,144.8728,5058
2,470000,8.2,3012,2,1,0,-37.8088,144.8715,5058
2,502000,8.2,3012,2,1,2701,-37.8109,144.8684,5058
3,580000,8.2,3012,2,1,183,-37.7968,144.8708,5058
1,375000,8.2,3012,1,1,60,-37.7971,144.8703,5058
2,650000,8.2,3012,2,1,452,-37.804,144.8772,5058
3,815000,8.2,3012,3,1,203,-37.7928,144.8811,5058
4,970000,8.2,3012,4,1,528,-37.7969,144.8647,5058
4,1325000,8.2,3012,4,2,525,-37.7994,144.8763,5058
3,890000,8.2,3012,3,1,334,-37.7916,144.8762,5058
3,900000,8.2,3012,3,1,218,-37.7963,144.8801,5058
2,266000,8.2,3012,2,1,1059,-37.8062,144.8665,5058
3,830000,8.2,3012,3,1,370,-37.7916,144.8715,5058
2,888000,8.2,3012,2,1,401,-37.7903,144.8703,5058
3,1040000,8.2,3012,3,1,330,-37.7961,144.8815,5058
2,490000,8.2,3012,2,1,117,-37.7968,144.8735,5058
3,935000,8.2,3012,3,1,325,-37.7922,144.8818,5058
3,975000,8.2,3012,3,1,318,-37.7955,144.8713,5058
1,185000,8.2,3012,1,1,0,-37.798,144.8672,5058
4,2165000,8,3016,4,2,450,-37.861,144.8985,6380
3,1245000,8,3016,3,2,292,-37.8575,144.8922,6380
4,2075000,8,3016,4,3,324,-37.8622,144.8884,6380
2,543000,8,3016,2,1,0,-37.8536,144.8981,6380
3,1150000,8,3016,3,1,308,-37.8526,144.895,6380
3,1290000,8,3016,3,1,273,-37.8651,144.8986,6380
2,1000000,8,3016,2,1,447,-37.8602,144.8997,6380
5,2040000,8,3016,5,3,531,-37.8629,144.8781,6380
4,1412000,8,3016,4,2,551,-37.8579,144.8786,6380
2,465000,8,3016,2,1,0,-37.8589,144.8921,6380
2,855000,8,3016,2,1,160,-37.8546,144.8883,6380
2,550000,8,3016,2,1,0,-37.8685,144.9058,6380
2,490000,8,3016,2,1,0,-37.8588,144.8919,6380
4,1200000,8,3016,4,3,183,-37.8566,144.8737,6380
3,1330000,8,3016,3,2,184,-37.8629,144.8896,6380
4,1500000,8,3016,4,3,450,-37.8617,144.8786,6380
4,1630000,8,3016,4,2,260,-37.8657,144.8942,6380
3,935000,7,3013,3,1,212,-37.8143,144.8883,6543
3,990000,7,3013,3,1,340,-37.8227,144.8827,6543
2,950000,7,3013,2,1,94,-37.8167,144.888,6543
2,1196000,7,3013,2,1,451,-37.8178,144.8752,6543
2,470000,7,3013,2,1,79,-37.8226,144.8842,6543
3,1131500,7,3013,3,1,248,-37.8157,144.8925,6543
4,2035000,7,3013,4,2,607,-37.8128,144.8905,6543
3,935000,7,3013,3,1,198,-37.8194,144.8914,6543
3,892000,7,3013,3,1,449,-37.8195,144.8766,6543
4,985500,7,3013,4,1,445,-37.8228,144.8769,6543
2,650000,7,3013,2,2,0,-37.8161,144.8967,6543
3,1070000,7,3013,3,2,257,-37.813,144.8703,6543
2,397000,7,3013,2,1,0,-37.8128,144.8953,6543
2,1035000,7,3013,2,1,469,-37.8184,144.872,6543
3,1370000,7,3013,3,2,389,-37.8181,144.8882,6543
2,650000,7,3013,2,1,304,-37.8122,144.8671,6543
2,820000,7,3013,2,1,211,-37.812,144.8865,6543
3,750000,7,3013,3,2,390,-37.8227,144.8955,6543
2,497600,7,3013,2,1,0,-37.8167,144.8936,6543
3,970000,7,3013,3,2,354,-37.8212,144.8937,6543
2,1256000,7,3013,2,1,531,-37.8158,144.8707,6543
3,1120000,7,3013,3,2,152,-37.811,144.8889,6543
3,1425000,7,3013,3,3,305,-37.8149,144.8942,6543
3,872500,7,3013,3,1,189,-37.8145,144.8808,6543
4,1455000,7,3013,4,1,328,-37.8097,144.8906,6543
1,331000,7,3013,1,1,0,-37.8105,144.8952,6543
3,950000,7,3013,3,2,287,-37.8233,144.8825,6543
3,1000000,2.5,3067,3,1,198,-37.8025,144.9939,4019
2,870000,2.5,3067,2,2,0,-37.8055,144.9961,4019
2,1050000,2.5,3067,2,1,129,-37.8099,145.0027,4019
2,1242000,2.5,3067,2,1,249,-37.8052,144.9963,4019
3,1165000,2.5,3067,3,2,92,-37.797,144.9957,4019
3,872500,13.5,3042,3,1,594,-37.7203,144.8757,3464
3,720000,13.5,3042,3,2,305,-37.7284,144.8874,3464
3,985000,13.5,3042,3,1,841,-37.7251,144.8785,3464
3,510000,13.5,3042,3,1,488,-37.7191,144.8857,3464
2,480000,13.5,3042,2,1,128,-37.7216,144.8837,3464
3,800000,13.9,3020,4,2,689,-37.7776,144.8167,2185
2,420000,13.9,3020,2,1,192,-37.7832,144.8275,2185
3,700000,13.9,3020,3,1,697,-37.7841,144.8169,2185
3,580000,13.9,3020,3,2,250,-37.7798,144.8156,2185
1,200000,13.9,3020,1,1,1175,-37.7849,144.8272,2185
3,621000,13.9,3020,3,1,547,-37.7765,144.8123,2185
3,600000,13.9,3020,3,1,181,-37.7815,144.8128,2185
3,840000,13.8,3018,3,1,577,-37.864,144.8161,5301
5,1480000,13.8,3018,5,3,725,-37.8712,144.8107,5301
2,600000,13.8,3018,2,1,190,-37.8718,144.819,5301
2,597500,13.8,3018,2,1,178,-37.8701,144.8209,5301
3,1165000,13.8,3018,3,1,700,-37.8707,144.8076,5301
4,1295000,13.8,3018,3,1,725,-37.8678,144.816,5301
2,1450000,11,3147,2,1,627,-37.8689,145.0882,3052
2,925000,11,3147,2,1,257,-37.866,145.089,3052
4,2220000,11,3147,4,3,480,-37.8726,145.0716,3052
3,1912500,11,3147,3,2,869,-37.8686,145.0721,3052
4,2085000,11,3147,4,2,705,-37.8635,145.0895,3052
3,1380000,9.7,3103,3,2,548,-37.8021,145.0637,5682
2,825000,9.7,3103,2,2,288,-37.8078,145.1031,5682
3,1670000,9.7,3103,3,1,534,-37.8114,145.0793,5682
3,1680000,9.7,3103,3,3,329,-37.8101,145.0844,5682
2,1005000,10.9,3012,2,1,780,-37.8241,144.8419,962
3,1520000,1.8,3053,3,2,214,-37.8177,144.8496,6786
2,960000,1.8,3053,2,2,0,-37.7947,144.9724,6786
2,995000,1.8,3053,2,2,0,-37.7973,144.9712,6786
1,490000,1.8,3053,1,1,0,-37.7998,144.9689,6786
2,500000,1.8,3053,2,1,4076,-37.7941,144.9678,6786
4,1750000,10.3,3084,4,2,707,-37.762,145.0645,1651
5,2710000,10.3,3084,5,3,1001,-37.7605,145.0593,1651
1,503000,1.5,3002,1,1,0,-37.8161,144.9845,3040
2,810000,1.5,3002,2,1,944,-37.8144,144.9896,3040
4,4275000,1.5,3002,4,2,326,-37.8133,144.9865,3040
1,385000,8.5,3185,1,1,1851,-37.8822,144.9994,4898
3,850000,8.5,3185,3,2,114,-37.8857,145.0011,4898
2,740000,8.5,3185,2,1,0,-37.8881,145.0097,4898
3,1940000,8.5,3185,3,2,439,-37.892,145.0103,4898
2,595000,8.5,3185,2,1,0,-37.886,145.0008,4898
2,632500,8.5,3185,2,1,0,-37.8817,145.0032,4898
2,687000,7.7,3184,2,1,1912,-37.8795,144.98,8989
2,1260000,7.7,3184,2,2,626,-37.8865,144.9874,8989
2,695000,7.7,3184,2,1,845,-37.8888,144.991,8989
3,950000,7.7,3184,3,1,0,-37.8794,144.9804,8989
1,360000,7.7,3184,1,1,0,-37.8749,144.9799,8989
